"","id","date","buffer","mean","sd"
"82",3,2018-05-21,10,159.140088657183,56.0005275692496
"83",1,2018-05-21,10,164.721672540512,36.5176989335703
"84",7,2018-05-21,10,158.33043247493,55.7070509411852
"85",8,2018-05-21,10,166.525391587705,52.062752976894
"86",6,2018-05-21,10,166.652299181643,59.2493855218908
"87",4,2018-05-21,10,154.360022550703,43.9702364711122
"88",5,2018-05-21,10,162.54354940714,54.3796405937275
"89",2,2018-05-21,20,166.175413262206,43.5095134594424
"90",3,2018-05-21,20,164.793329945827,53.9700832599414
"91",1,2018-05-21,20,163.700659992806,38.4149345007363
"92",7,2018-05-21,20,158.126600925708,55.8664667506377
"93",8,2018-05-21,20,162.737507725025,53.7986280812736
"94",6,2018-05-21,20,165.325932486193,54.7312996112255
"95",4,2018-05-21,20,154.196528198859,46.7492707833227
"96",5,2018-05-21,20,163.969802339013,52.6598172961385
"97",2,2018-06-04,5,174.169731060468,62.1555875447601
"98",3,2018-06-04,5,154.539835740967,64.6852717615284
"99",1,2018-06-04,5,165.528527856431,48.2309361464808
"100",7,2018-06-04,5,161.128829958828,65.1008675361176
"101",8,2018-06-04,5,160.209012359126,57.4715596768417
"102",6,2018-06-04,5,170.759737286536,67.2009719671458
"103",4,2018-06-04,5,156.973237555843,67.2570405071134
"104",5,2018-06-04,5,146.587075859556,60.1213794759971
"105",2,2018-06-04,10,162.59744352069,61.5462958188648
"106",3,2018-06-04,10,154.128976977068,63.6211421201906
"107",1,2018-06-04,10,165.227185293506,47.6754742596082
"108",7,2018-06-04,10,147.33362525932,68.7077453141631
"109",8,2018-06-04,10,157.551118598817,63.0374983785278
"110",6,2018-06-04,10,157.176550510798,72.4214777905465
"111",4,2018-06-04,10,150.968272456837,64.4948202336415
"112",5,2018-06-04,10,154.772462296287,64.1058151374844
"113",2,2018-06-04,20,153.738303167848,64.6417086483919
"114",3,2018-06-04,20,158.105474573471,62.5668224210669
"115",1,2018-06-04,20,161.182908021639,52.9020016253022
"116",7,2018-06-04,20,146.309132597711,68.0252729385215
"117",8,2018-06-04,20,153.072414033337,63.0483789949099
"118",6,2018-06-04,20,149.761555081256,69.640857315094
"119",4,2018-06-04,20,155.260213927777,61.4498190540656
"120",5,2018-06-04,20,155.041895914879,64.3217375778604
