SCANOPY,2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo#,FileName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSize H V PxSizeH PxSizeV,Edited Sharpened ChromAberRemoval_RGB,Camera Make Model Software,LensFocLength [Equiv. 35mm],Aperture,ExposureTime,Camera ISO Metering,Camera Exposure Prog. Bias Mode,Camera Gain Contrast Saturation Sharpness,UserCameraModel-SN LensModel-SN,FOVMax,LensType LensCalCoef[0 to 9],HemiRadiusCentreHV/CoverExtCoef,GapSizeDist Method Params,Bonhom ViewAng Span,LAI2000 NRing PathLengthSubs,LAISphereProjCoef LAIUsedForG(z),NSky NZen NOrien[Orig] ZenMin ZenMax DifRadModel,GapFrZeroSubs PxOrGap,ZenithRingsRange,NofMask,RadiationUnits,TimeZone,MinutesInterval,GrowSeasActive Begin End DayInt,SubstDirRad DiffRad,NDVI-ClrIndex Definition,NDVI_IndexTotal,NDVI_IndexAvg,NDVI_IndexMin,NDVI_IndexMax,,,,SolarConstant PARToRadRatio DiffRadToDirRadRatio AtmTrans SunSizeMeth,Channel NBits,PxClassifMeth PxClassifModif,FieldTripDate,FieldTripSite,FieldTripOpAssist,AcquisitionTime,MemoryCard,CameraHeight,Plot,SkyCond,Analyst,Comment,Slope Aspect,NorthRef Declination[Negative=W],Orientation,Latitude[<0=S],Longitude[<0=W],Altitude,CrownProjArea(CPA),GapFraction,Openness,LAI(Bonhom)-Lin,LAI(2000)-Lin,LAI(2000G)-Lin,LAI(Sphere)-Lin,LAI(Ellips)-Lin,MeanLeafAngle-Lin,LAI(Bonhom)-Log,LAI(2000)-Log,LAI(2000G)-Log,LAI(Sphere)-Log,LAI(Ellips)-Log,MeanLeafAngle-Log,NofZeroGapFrRgn,CI(Bonhom),CI(2000),CI(2000G),CI(Sphere),CI(Ellips),CI(GSD),CrownCoverRatio,FoliageCoverRatio,CrownPorosity,LAIAtZenViewAngle,LAIBeerLambert,LAI(Bonhom)-Lin CICorr,LAI(2000)-Lin CICorr,LAI(2000G)-Lin CICorr,LAI(Sphere)-Lin CICorr,LAI(Ellips)-Lin CICorr,LAI(Bonhom)-Log CICorr,LAI(2000)-Log CICorr,LAI(2000G)-Log CICorr,LAI(Sphere)-Log CICorr,LAI(Ellips)-Log CICorr,SilhouetteArea(SA)/FoliageA,CrownArea(CA)/TotGapA,FrameArea(PFA)/ImageA,LAI IsolTree/FoliageCover,DirectSiteFactor,IndirectSiteFactor,TotalSiteFactor,PPFDDirectOverPerDay[MJorMol/m2day],PPFDDiffuseOverPerDay[MJorMol/m2day],PPFDTotalOverPerDay[MJorMol/m2day],PPFDDirectUnderPerDay[MJorMol/m2day],PPFDDiffuseUnderPerDay[MJorMol/m2day],PPFDTotalUnderPerDay[MJorMol/m2day],GapRgnArea,GapRgnZen,GapRgnAz,GapRgnHeight,GapRgnGapFrac,GapRgnDirRadOver,GapRgnDirRadUnder,GapRgnDifRadOver,GapRgnDifRadUnder,...
31,0521pace5n.JPG,5/21/2018 14:52,2018:05:20 10:00:02,2018:05:20 10:00:02,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9491809,0.815,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.03,1.43,4.62,4.82,4.44,5.66,4.91,14.04,6.07,5.32,5.1,6.31,5.53,11.7,33,0.76,0.9,0.87,0.9,0.89,0.925,,,,,,4.62,4.943,4.555,5.865,5.302,6.557,5.753,5.51,6.814,5.977,,,,,0.0258,0.025,0.0257,43.4,6.51,49.91,1.12,0.16,1.28,,,,,,,,,,
32,0521pace5s.JPG,5/21/2018 14:52,2018:05:20 10:01:40,2018:05:20 10:01:40,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9635768.1,0.828,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.28,1.48,6.52,5.32,4.82,5.07,4.84,14.58,7.11,5.96,5.65,6.64,5.94,10.44,35,0.92,0.89,0.85,0.76,0.82,0.959,,,,,,6.525,5.373,4.865,5.18,5.045,7.414,6.207,5.893,6.92,6.189,,,,,0.0649,0.0293,0.0602,43.4,6.51,49.91,2.82,0.19,3.01,,,,,,,,,,
33,0521pace5w.JPG,5/21/2018 14:53,2018:05:20 10:02:13,2018:05:20 10:02:13,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9888670.3,0.849,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,1.58,1.16,4.13,4.89,4.55,6.18,5.09,12.6,5.41,5.28,5.11,6.76,5.67,10.98,32,0.76,0.92,0.89,0.91,0.9,0.981,,,,,,4.131,4.948,4.61,6.242,5.188,5.516,5.387,5.213,6.894,5.776,,,,,0.0157,0.0177,0.016,43.4,6.51,49.91,0.68,0.12,0.8,,,,,,,,,,
34,0521pace6c.JPG,5/21/2018 14:53,2018:05:20 10:06:30,2018:05:20 10:06:30,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10024204.6,0.861,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.07,1.84,5.33,4.72,4.32,4.5,4.21,17.28,6.85,5.63,5.16,5.36,5.02,13.68,28,0.78,0.84,0.84,0.84,0.84,0.892,,,,,,5.33,4.869,4.438,4.771,4.712,7.674,6.309,5.778,6.011,5.629,,,,,0.0488,0.0354,0.047,43.4,6.51,49.91,2.12,0.23,2.35,,,,,,,,,,
35,0521pace6e.JPG,5/21/2018 14:53,2018:05:20 10:08:21,2018:05:20 10:08:21,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9346771.3,0.803,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.91,2.77,4.49,4.04,3.86,5.2,4.49,15.66,6.75,4.92,4.75,6.17,5.37,12.24,33,0.66,0.82,0.81,0.84,0.84,0.928,,,,,,4.488,4.208,4.01,5.39,4.837,7.273,5.298,5.113,6.644,5.788,,,,,0.0328,0.0461,0.0345,43.4,6.51,49.91,1.42,0.3,1.72,,,,,,,,,,
36,0521pace6n.JPG,5/21/2018 14:53,2018:05:20 10:07:28,2018:05:20 10:07:28,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9781986.9,0.84,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.48,1.64,5.17,5.16,4.6,5.75,5.1,13.14,6.71,5.67,5.3,6.48,5.75,10.98,41,0.77,0.91,0.87,0.89,0.89,0.972,,,,,,5.172,5.191,4.631,5.799,5.252,6.906,5.835,5.454,6.67,5.921,,,,,0.0435,0.0308,0.0418,43.4,6.51,49.91,1.89,0.2,2.09,,,,,,,,,,
37,0521pace6s.JPG,5/21/2018 14:54,2018:05:20 10:08:59,2018:05:20 10:08:59,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10079349.8,0.866,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,1.56,1.16,3.85,4.99,4.7,6.2,5.27,12.42,6.7,5.92,5.78,7.48,6.27,9.36,33,0.57,0.84,0.81,0.83,0.84,0.969,,,,,,4.717,5.119,4.824,6.362,5.435,6.908,6.103,5.968,7.722,6.469,,,,,0.0149,0.0174,0.0152,43.4,6.51,49.91,0.65,0.11,0.76,,,,,,,,,,
38,0521pace6w.JPG,5/21/2018 14:54,2018:05:20 10:09:48,2018:05:20 10:09:48,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10250972,0.881,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,1.5,1.07,4.77,5.09,4.77,6.14,5.3,12.42,5.86,5.64,5.33,6.81,5.84,10.62,34,0.81,0.9,0.89,0.9,0.91,0.977,,,,,,4.769,5.155,4.812,6.217,5.421,6,5.767,5.451,6.967,5.973,,,,,0.02,0.0178,0.0197,43.4,6.51,49.91,0.87,0.12,0.98,,,,,,,,,,
39,0521pace7c.JPG,5/21/2018 14:54,2018:05:20 10:13:23,2018:05:20 10:13:23,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8740544.3,0.751,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.49,3.27,3.4,3.75,3.55,3.85,3.59,21.6,4.71,4.58,4.39,5.1,4.62,15.12,28,0.72,0.82,0.81,0.75,0.78,0.909,,,,,,3.401,3.89,4.993,23.229,3.949,5.189,5.04,4.829,5.618,5.085,,,,,0.0549,0.056,0.055,43.4,6.51,49.91,2.38,0.36,2.75,,,,,,,,,,
40,0521pace7e.JPG,5/21/2018 14:54,2018:05:20 10:14:32,2018:05:20 10:14:32,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8646116.1,0.743,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.98,3.45,3.57,3.79,3.75,4.26,4.03,18.72,5.22,4.38,4.38,5.4,4.83,14.4,29,0.68,0.87,0.86,0.79,0.83,0.9,,,,,,3.575,3.947,3.868,4.439,4.477,5.807,4.864,4.867,6.004,5.372,,,,,0.0794,0.0595,0.0768,43.4,6.51,49.91,3.44,0.39,3.83,,,,,,,,,,
41,0521pace7n.JPG,5/21/2018 14:55,2018:05:20 10:13:58,2018:05:20 10:13:58,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8993614.1,0.773,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.14,2.82,4.91,4,3.81,4.17,3.92,19.26,6.01,4.74,4.59,5.47,4.94,13.86,32,0.82,0.84,0.83,0.76,0.79,0.951,,,,,,4.906,4.046,3.861,4.291,4.127,6.322,4.988,4.828,5.759,5.197,,,,,0.0222,0.0504,0.0258,43.4,6.51,49.91,0.96,0.33,1.29,,,,,,,,,,
42,0521pace7s.JPG,5/21/2018 14:55,2018:05:20 10:15:10,2018:05:20 10:15:10,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9017461.4,0.775,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.1,2.11,5.35,4.51,4.22,5.29,4.67,14.94,6.3,5.58,5.1,6.38,5.58,11.52,34,0.85,0.81,0.83,0.83,0.84,0.957,,,,,,5.351,4.573,4.278,5.383,4.878,6.583,5.827,5.329,6.67,5.833,,,,,0.0551,0.04,0.0531,43.4,6.51,49.91,2.39,0.26,2.65,,,,,,,,,,
43,0521pace7w.JPG,5/21/2018 14:55,2018:05:20 10:15:58,2018:05:20 10:15:58,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9222413.6,0.792,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.38,2.34,4.61,4.35,4.08,5.21,4.6,15.3,6.88,5.42,5.2,6.64,5.69,11.16,37,0.67,0.8,0.79,0.78,0.81,0.895,,,,,,4.61,4.521,4.237,5.448,5.138,7.691,6.06,5.809,7.425,6.355,,,,,0.0623,0.0429,0.0598,43.4,6.51,49.91,2.7,0.28,2.98,,,,,,,,,,
44,0521pace8c.JPG,5/21/2018 14:55,2018:05:20 10:19:34,2018:05:20 10:19:34,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8872411.7,0.762,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.68,2.85,4.86,4.44,3.95,4.06,3.91,19.08,6.62,4.84,4.56,4.73,4.52,16.02,26,0.73,0.92,0.87,0.86,0.86,0.915,,,,,,4.861,4.572,4.218,6.478,4.269,7.234,5.297,4.984,5.168,4.943,,,,,0.0664,0.0529,0.0647,43.4,6.51,49.91,2.88,0.34,3.23,,,,,,,,,,
45,0521pace8e.JPG,5/21/2018 14:56,2018:05:20 10:20:48,2018:05:20 10:20:48,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8696971.6,0.747,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.01,3.32,4.27,4.09,3.91,5.01,4.54,16.02,5.47,4.85,4.74,6.07,5.33,12.42,37,0.78,0.84,0.83,0.82,0.85,0.91,,,,,,4.271,4.217,4.021,5.172,4.985,6.008,5.332,5.208,6.675,5.859,,,,,0.1192,0.0605,0.1115,43.4,6.51,49.91,5.17,0.39,5.57,,,,,,,,,,
46,0521pace8n.JPG,5/21/2018 14:56,2018:05:20 10:20:04,2018:05:20 10:20:04,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8681285.9,0.746,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.03,2.67,4,4.48,4.15,5.05,4.63,15.48,6.01,5.51,5.14,6.08,5.5,11.88,40,0.67,0.81,0.81,0.83,0.84,0.82,,,,,,4.004,4.714,4.373,5.501,5.648,7.33,6.725,6.275,7.413,6.707,,,,,0.0395,0.0504,0.0409,43.4,6.51,49.91,1.71,0.33,2.04,,,,,,,,,,
