SCANOPY,2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo#,FileName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSize H V PxSizeH PxSizeV,Edited Sharpened ChromAberRemoval_RGB,Camera Make Model Software,LensFocLength [Equiv. 35mm],Aperture,ExposureTime,Camera ISO Metering,Camera Exposure Prog. Bias Mode,Camera Gain Contrast Saturation Sharpness,UserCameraModel-SN LensModel-SN,FOVMax,LensType LensCalCoef[0 to 9],HemiRadiusCentreHV/CoverExtCoef,GapSizeDist Method Params,Bonhom ViewAng Span,LAI2000 NRing PathLengthSubs,LAISphereProjCoef LAIUsedForG(z),NSky NZen NOrien[Orig] ZenMin ZenMax DifRadModel,GapFrZeroSubs PxOrGap,ZenithRingsRange,NofMask,RadiationUnits,TimeZone,MinutesInterval,GrowSeasActive Begin End DayInt,SubstDirRad DiffRad,NDVI-ClrIndex Definition,NDVI_IndexTotal,NDVI_IndexAvg,NDVI_IndexMin,NDVI_IndexMax,,,,SolarConstant PARToRadRatio DiffRadToDirRadRatio AtmTrans SunSizeMeth,Channel NBits,PxClassifMeth PxClassifModif,FieldTripDate,FieldTripSite,FieldTripOpAssist,AcquisitionTime,MemoryCard,CameraHeight,Plot,SkyCond,Analyst,Comment,Slope Aspect,NorthRef Declination[Negative=W],Orientation,Latitude[<0=S],Longitude[<0=W],Altitude,CrownProjArea(CPA),GapFraction,Openness,LAI(Bonhom)-Lin,LAI(2000)-Lin,LAI(2000G)-Lin,LAI(Sphere)-Lin,LAI(Ellips)-Lin,MeanLeafAngle-Lin,LAI(Bonhom)-Log,LAI(2000)-Log,LAI(2000G)-Log,LAI(Sphere)-Log,LAI(Ellips)-Log,MeanLeafAngle-Log,NofZeroGapFrRgn,CI(Bonhom),CI(2000),CI(2000G),CI(Sphere),CI(Ellips),CI(GSD),CrownCoverRatio,FoliageCoverRatio,CrownPorosity,LAIAtZenViewAngle,LAIBeerLambert,LAI(Bonhom)-Lin CICorr,LAI(2000)-Lin CICorr,LAI(2000G)-Lin CICorr,LAI(Sphere)-Lin CICorr,LAI(Ellips)-Lin CICorr,LAI(Bonhom)-Log CICorr,LAI(2000)-Log CICorr,LAI(2000G)-Log CICorr,LAI(Sphere)-Log CICorr,LAI(Ellips)-Log CICorr,SilhouetteArea(SA)/FoliageA,CrownArea(CA)/TotGapA,FrameArea(PFA)/ImageA,LAI IsolTree/FoliageCover,DirectSiteFactor,IndirectSiteFactor,TotalSiteFactor,PPFDDirectOverPerDay[MJorMol/m2day],PPFDDiffuseOverPerDay[MJorMol/m2day],PPFDTotalOverPerDay[MJorMol/m2day],PPFDDirectUnderPerDay[MJorMol/m2day],PPFDDiffuseUnderPerDay[MJorMol/m2day],PPFDTotalUnderPerDay[MJorMol/m2day],GapRgnArea,GapRgnZen,GapRgnAz,GapRgnHeight,GapRgnGapFrac,GapRgnDirRadOver,GapRgnDirRadUnder,GapRgnDifRadOver,GapRgnDifRadUnder,...
5,0510pace5s.JPG,5/21/2018 14:27,2018:05:09 10:37:15,2018:05:09 10:37:15,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,500,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10026455.2,0.861,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:37,1,0,pace5,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.12,1.5,4.84,4.73,4.41,5.8,4.97,13.5,6.26,5.17,5.07,6.71,5.67,11.16,31,0.77,0.91,0.87,0.86,0.88,0.964,,,,,,4.842,4.811,4.477,5.9,5.159,6.493,5.366,5.256,6.961,5.885,,,,,0.0473,0.0252,0.0444,43.4,6.51,49.91,2.05,0.16,2.21,,,,,,,,,,
5,0510pace5w.JPG,5/21/2018 14:27,2018:05:09 10:38:01,2018:05:09 10:38:01,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,640,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9657386.7,0.83,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:38,1,0,pace5,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.54,1.83,4.72,4.58,4.23,5.71,4.82,13.68,6.55,5.02,4.92,6.55,5.54,11.52,32,0.72,0.91,0.86,0.87,0.87,0.988,,,,,,4.717,4.616,4.264,5.747,4.874,6.632,5.08,4.984,6.631,5.604,,,,,0.0451,0.0299,0.0431,43.4,6.51,49.91,1.96,0.19,2.15,,,,,,,,,,
6,0510pace6c.JPG,5/21/2018 14:28,2018:05:09 10:45:39,2018:05:09 10:45:39,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,400,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9994843.5,0.859,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:45,1,0,pace6,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.18,1.54,4.53,4.59,4.36,5.68,4.87,14.04,5.77,5.3,5.06,6.52,5.57,11.34,31,0.79,0.87,0.86,0.87,0.87,0.96,,,,,,4.534,4.678,4.426,5.802,5.078,6.008,5.523,5.269,6.791,5.807,,,,,0.0276,0.0254,0.0273,43.4,6.51,49.91,1.2,0.17,1.36,,,,,,,,,,
6,0510pace6e.JPG,5/21/2018 14:28,2018:05:09 10:47:40,2018:05:09 10:47:40,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,500,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9121547.9,0.784,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:47,1,0,pace6,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.2,3.46,5.27,3.99,3.89,4.9,4.44,16.2,5.65,5,4.76,6.03,5.29,12.6,34,0.93,0.8,0.82,0.81,0.84,0.834,,,,,,5.27,4.234,4.123,5.357,5.327,6.771,5.995,5.707,7.231,6.349,,,,,0.152,0.0644,0.1406,43.4,6.51,49.91,6.6,0.42,7.02,,,,,,,,,,
6,0510pace6n.JPG,5/21/2018 14:29,2018:05:09 10:46:51,2018:05:09 10:46:51,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,800,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9136724.1,0.785,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:46,1,0,pace6,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.81,2.46,5.57,4.46,4.32,4.91,4.67,15.66,6.91,5.1,4.88,5.95,5.37,12.42,39,0.81,0.87,0.89,0.82,0.87,0.97,,,,,,5.57,4.495,8.074,59.069,4.81,7.121,5.261,5.029,6.135,5.538,,,,,0.0715,0.045,0.0681,43.4,6.51,49.91,3.1,0.29,3.4,,,,,,,,,,
6,0510pace6s.JPG,5/21/2018 14:30,2018:05:09 10:48:26,2018:05:09 10:48:26,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,500,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10041759.1,0.863,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:48,1,0,pace6,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2,1.55,4.27,4.59,4.53,6.14,5.2,12.96,5.76,5.32,5.33,7.16,5.94,10.26,35,0.74,0.86,0.85,0.86,0.88,0.974,,,,,,4.654,4.671,4.616,6.215,5.336,5.915,5.458,5.469,7.347,6.093,,,,,0.0166,0.0216,0.0172,43.4,6.51,49.91,0.72,0.14,0.86,,,,,,,,,,
6,0510pace6w.JPG,5/21/2018 14:30,2018:05:09 10:50:43,2018:05:09 10:50:43,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,640,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10332657,0.888,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:50,1,0,pace6,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,1.45,0.98,5.64,5.12,5.15,6.27,5.58,11.7,7.78,6.16,5.98,7.17,6.24,9.54,38,0.72,0.83,0.86,0.87,0.89,0.932,,,,,,5.636,5.321,5.296,6.508,5.989,8.341,6.609,6.417,7.695,6.692,,,,,0.0216,0.0174,0.0211,43.4,6.51,49.91,0.94,0.11,1.05,,,,,,,,,,
7,0510pace7c.JPG,5/21/2018 14:30,2018:05:09 10:55:27,2018:05:09 10:55:27,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7764827.6,0.667,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:55,1,0,pace7,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,6.28,4.53,3.16,3.48,3.29,3.4,3.27,23.58,4.74,4.2,4.02,4.2,4.05,18.36,24,0.67,0.83,0.82,0.81,0.81,0.837,,,,,,3.165,3.715,3.49,3.725,3.913,5.668,5.022,4.805,5.023,4.837,,,,,0.096,0.081,0.094,43.4,6.51,49.91,4.17,0.53,4.69,,,,,,,,,,
7,0510pace7e.JPG,5/21/2018 14:31,2018:05:09 10:59:15,2018:05:09 10:59:15,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1250,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8193482.9,0.704,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:59,1,0,pace7,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.59,3.92,4.08,3.78,3.6,3.93,3.77,20.34,5.25,4.4,4.29,5.22,4.75,14.76,31,0.78,0.86,0.84,0.75,0.79,0.921,,,,,,4.076,3.856,3.669,4.067,4.088,5.703,4.773,4.652,5.668,5.156,,,,,0.0582,0.0721,0.06,43.4,6.51,49.91,2.53,0.47,3,,,,,,,,,,
7,0510pace7n.JPG,5/21/2018 14:32,2018:05:09 10:56:43,2018:05:09 10:56:43,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9059147,0.778,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:56,1,0,pace7,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.1,2.7,4.61,4.29,4.04,4.15,4.05,18.54,6.68,5.09,4.85,5.33,5.01,13.86,32,0.69,0.84,0.83,0.78,0.81,0.903,,,,,,4.61,4.374,4.126,4.327,4.489,7.397,5.632,5.367,5.901,5.543,,,,,0.069,0.0518,0.0668,43.4,6.51,49.91,3,0.34,3.33,,,,,,,,,,
7,0510pace7s.JPG,5/21/2018 14:32,2018:05:09 11:00:10,2018:05:09 11:00:10,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,640,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9183017.2,0.789,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:00,1,0,pace7,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.41,2.36,4.34,4.11,3.91,5.03,4.36,16.2,5.82,4.71,4.61,5.81,5.06,13.32,33,0.75,0.87,0.85,0.87,0.86,0.862,,,,,,4.34,4.305,4.114,5.44,5.058,6.752,5.463,5.35,6.74,5.87,,,,,0.0298,0.0406,0.0312,43.4,6.51,49.91,1.29,0.26,1.56,,,,,,,,,,
8,0510pace8c.JPG,5/21/2018 14:33,2018:05:09 11:04:16,2018:05:09 11:04:16,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8482156.9,0.729,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:04,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.64,3.2,4.47,4.12,3.7,3.96,3.75,19.98,5.62,4.6,4.38,5.1,4.69,15.12,31,0.8,0.9,0.84,0.78,0.8,0.924,,,,,,4.471,4.232,3.789,4.126,4.059,6.08,4.979,4.739,5.521,5.073,,,,,0.0312,0.0569,0.0345,43.4,6.51,49.91,1.35,0.37,1.72,,,,,,,,,,
8,0510pace8e.JPG,5/21/2018 14:33,2018:05:09 11:05:37,2018:05:09 11:05:37,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8755445.4,0.752,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:05,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.24,2.88,4.54,4.16,4.05,4.99,4.56,15.84,5.47,4.59,4.54,5.61,5.03,13.68,35,0.83,0.91,0.89,0.89,0.91,0.922,,,,,,4.537,4.233,4.116,5.128,4.943,5.936,4.98,4.928,6.083,5.456,,,,,0.1175,0.0548,0.1093,43.4,6.51,49.91,5.1,0.36,5.46,,,,,,,,,,
8,0510pace8n.JPG,5/21/2018 14:34,2018:05:09 11:04:52,2018:05:09 11:04:52,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8254742.4,0.709,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:04,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.72,3.13,4.49,4.24,3.96,4.83,4.4,16.38,5.92,5.34,4.81,5.68,5.21,12.96,40,0.76,0.8,0.82,0.85,0.84,0.881,,,,,,4.489,4.367,4.07,5.042,4.993,6.72,6.055,5.463,6.441,5.909,,,,,0.0455,0.0597,0.0474,43.4,6.51,49.91,1.98,0.39,2.37,,,,,,,,,,
8,0510pace8s.JPG,5/21/2018 14:34,2018:05:09 11:06:22,2018:05:09 11:06:22,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8064855.9,0.693,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:06,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,6.46,4.09,6.42,4.51,4.08,4.8,4.47,16.02,7.99,5.24,4.76,5.43,5.09,13.5,36,0.8,0.86,0.86,0.88,0.88,0.824,,,,,,6.424,4.786,4.326,5.144,5.428,9.692,6.359,5.774,6.582,6.179,,,,,0.161,0.0833,0.1508,43.4,6.51,49.91,6.99,0.54,7.53,,,,,,,,,,
8,0510pace8w.JPG,5/21/2018 14:35,2018:05:09 11:07:37,2018:05:09 11:07:37,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,1,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8406310.5,0.733,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.29,3.43,3.8,4.1,3.88,4.95,4.41,16.74,5.44,4.71,4.61,5.84,5.17,12.6,34,0.7,0.87,0.84,0.85,0.85,0.961,,,,,,3.795,4.166,3.922,5.064,4.588,5.661,4.902,4.796,6.085,5.383,,,,,0.0451,0.0623,0.0474,43.4,6.51,49.91,1.96,0.41,2.36,,,,,,,,,,
