"","id","date","buffer","mean","sd"
"63",4,2018-04-26,10,0.377447998657129,0.0349020713515197
"64",5,2018-04-26,10,0.36191494156394,0.0242638332924797
"65",2,2018-04-26,20,0.350057661024053,0.0200940441554517
"66",3,2018-04-26,20,0.340322132381177,0.0120822409611549
"67",1,2018-04-26,20,0.36861810467128,0.0282796526257785
"68",7,2018-04-26,20,0.368154021429358,0.0285356556612351
"69",8,2018-04-26,20,0.359015436816621,0.0269638740343912
"70",6,2018-04-26,20,0.353882790748845,0.0214661979554125
"71",4,2018-04-26,20,0.36775178260545,0.0298201961866235
"72",5,2018-04-26,20,0.357670718635526,0.0212999239759992
"73",2,2018-05-07,5,0.419982408727905,0.0499197174669416
"74",3,2018-05-07,5,0.417413155922951,0.0427904475793487
"75",1,2018-05-07,5,0.449424565636173,0.0601592127882212
"76",4,2018-05-07,5,0.442500946287335,0.053346961646281
"77",5,2018-05-07,5,0.423907479471596,0.0591085220085054
"78",2,2018-05-07,10,0.421061210575513,0.0593621179730976
"79",3,2018-05-07,10,0.41421452811911,0.0459102718533428
"80",1,2018-05-07,10,0.45803038533135,0.0770488088567485
"81",4,2018-05-07,10,0.44945974826431,0.0602808008497873
"82",5,2018-05-07,10,0.391512643436073,0.0624097980447977
"83",2,2018-05-07,20,0.431324341321623,0.0741702231523421
"84",3,2018-05-07,20,0.414457507264172,0.0549462613975615
"85",1,2018-05-07,20,0.463607702841619,0.0831670326266309
"86",4,2018-05-07,20,0.421977203844968,0.0713006562667673
"87",5,2018-05-07,20,0.391661302816454,0.0676893054191193
"88",2,2018-06-04,5,0.453088926055185,0.0652137927026917
"89",3,2018-06-04,5,0.451573947077674,0.0577778519015434
"90",1,2018-06-04,5,0.42819340766699,0.0528928834741334
"91",7,2018-06-04,5,0.449087531462094,0.0635566333501369
"92",8,2018-06-04,5,0.443817165952882,0.0556098893858895
"93",6,2018-06-04,5,0.473833782318292,0.090814174430241
"94",4,2018-06-04,5,0.458120889940815,0.0630318080280543
"95",5,2018-06-04,5,0.452422408589783,0.0576445909590605
"96",2,2018-06-04,10,0.453938547905894,0.068130129457152
"97",3,2018-06-04,10,0.449226161128715,0.0585052442306705
"98",1,2018-06-04,10,0.428710451378563,0.05227837460245
"99",7,2018-06-04,10,0.458047728874768,0.0657371821011928
"100",8,2018-06-04,10,0.438480420728702,0.0592269373486539
"101",6,2018-06-04,10,0.471391894250033,0.0814355911209646
"102",4,2018-06-04,10,0.458002385819235,0.0646556768294228
"103",5,2018-06-04,10,0.463199477137098,0.0646266240772196
"104",2,2018-06-04,20,0.451061394939119,0.0729558775671713
"105",3,2018-06-04,20,0.446961201822476,0.0641854061960875
"106",1,2018-06-04,20,0.433450678051701,0.0633104175802009
"107",7,2018-06-04,20,0.464474440306234,0.0747341317696231
"108",8,2018-06-04,20,0.445526850531575,0.0598826277241683
"109",6,2018-06-04,20,0.463633506089643,0.0760429478285013
"110",4,2018-06-04,20,0.445423887631721,0.0679772730502969
"111",5,2018-06-04,20,0.462808020657996,0.0726307563567374
